Metric,Value
Symbol,SITC
Company Name,Sitara Chemical Industries Limited
Price open,820.05
Price close,829.99
Price high,832.99
Price low,820.05
52 week high price,1.06K
52 week low price,516
Market cap,17.79B
Shares outstanding,21.43M
Free float shares,6.43M
Weekly average volume,4.07K
Free Float %,30
Dividend Yield (%),2.22
Earnings Per Share,65.36
Net Income Margin (%),4.3
Price to Book Value,0.89
Price to Earnings,11.42
PEG Ratio,0.76
