Metric,Value
Symbol,GLPL
Company Name,Gillette Pakistan Limited
Price open,700
Price close,700
Price high,700
Price low,700
52 week high price,821.34
52 week low price,195
Market cap,22.31B
Shares outstanding,31.87M
Free float shares,3.19M
Weekly average volume,0
Free Float %,10
Dividend Yield (%),0
Earnings Per Share,-5.27
Net Income Margin (%),-16.7
Price to Book Value,22.65
Price to Earnings,47.03
PEG Ratio,1.54
