Metric,Value
Symbol,SPEL
Company Name,SPEL Limited
Price open,50.03
Price close,48.83
Price high,50.69
Price low,48.62
52 week high price,83.5
52 week low price,32.91
Market cap,9.75B
Shares outstanding,199.74M
Free float shares,39.95M
Weekly average volume,1.16M
Free Float %,20
Dividend Yield (%),2.19
Earnings Per Share,6.37
Net Income Margin (%),13
Price to Book Value,1.45
Price to Earnings,5.36
PEG Ratio,0.18
