Metric,Value
Symbol,LCI
Company Name,Lucky Core Industries Limited
Price open,235
Price close,231.96
Price high,235.98
Price low,231.6
52 week high price,396
52 week low price,201.17
Market cap,107.12B
Shares outstanding,461.8M
Free float shares,92.36M
Weekly average volume,73.19K
Free Float %,20
Dividend Yield (%),4.93
Earnings Per Share,20.25
Net Income Margin (%),8.25
Price to Book Value,1.91
Price to Earnings,11.48
PEG Ratio,0.56
