Metric,Value
Symbol,LPGL
Company Name,Leiner Pak Gelatine Limited
Price open,94.99
Price close,92.28
Price high,94.99
Price low,92
52 week high price,138.5
52 week low price,63.01
Market cap,692.1M
Shares outstanding,7.5M
Free float shares,1.88M
Weekly average volume,5.43K
Free Float %,25
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
