Metric,Value
Symbol,PAKRI
Company Name,Pakistan Reinsurance Company Limited
Price open,17.31
Price close,17.62
Price high,17.74
Price low,17.21
52 week high price,26.28
52 week low price,14.06
Market cap,15.86B
Shares outstanding,900M
Free float shares,225M
Weekly average volume,1.21M
Free Float %,25
Dividend Yield (%),4.86
Earnings Per Share,3.5
Net Income Margin (%),23.71
Price to Book Value,0.65
Price to Earnings,4.75
PEG Ratio,-
