Metric,Value
Symbol,CENI
Company Name,Century Insurance Company Limited
Price open,55.89
Price close,54.52
Price high,55.89
Price low,52.57
52 week high price,65.34
52 week low price,43
Market cap,3.02B
Shares outstanding,55.33M
Free float shares,13.83M
Weekly average volume,2.39K
Free Float %,25
Dividend Yield (%),10.81
Earnings Per Share,8.34
Net Income Margin (%),19.68
Price to Book Value,0.84
Price to Earnings,7.07
PEG Ratio,-
