Metric,Value
Symbol,IMS
Company Name,Intermarket Securities Limited
Price open,24
Price close,22.54
Price high,24
Price low,22.4
52 week high price,26.7
52 week low price,10
Market cap,29.02B
Shares outstanding,1.29B
Free float shares,128.75M
Weekly average volume,2.03M
Free Float %,10
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
