Metric,Value
Symbol,IDRT
Company Name,Idrees Textile Mills Limited
Price open,39.65
Price close,36.46
Price high,40.12
Price low,34.6
52 week high price,68.08
52 week low price,19
Market cap,723.83M
Shares outstanding,19.85M
Free float shares,1.99M
Weekly average volume,25.37K
Free Float %,10
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
