Metric,Value
Symbol,CFL
Company Name,Crescent Fibres Limited
Price open,58
Price close,58.89
Price high,60
Price low,58
52 week high price,94.01
52 week low price,45.1
Market cap,731.29M
Shares outstanding,12.42M
Free float shares,3.73M
Weekly average volume,785.25
Free Float %,30
Dividend Yield (%),0
Earnings Per Share,-49.59
Net Income Margin (%),-18.39
Price to Book Value,0.19
Price to Earnings,-1.19
PEG Ratio,0.03
