Metric,Value
Symbol,KOHP
Company Name,Kohinoor Power Company Limited
Price open,26.79
Price close,25.78
Price high,26.79
Price low,25.64
52 week high price,75.74
52 week low price,7.77
Market cap,324.83M
Shares outstanding,12.6M
Free float shares,6.93M
Weekly average volume,56.02K
Free Float %,55
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
