Metric,Value
Symbol,ARPAK
Company Name,Arpak International Investments Ltd.
Price open,137
Price close,144.01
Price high,152.23
Price low,137
52 week high price,160
52 week low price,45.01
Market cap,576.04M
Shares outstanding,4M
Free float shares,362.72K
Weekly average volume,2.06K
Free Float %,9.07
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
