Metric,Value
Symbol,AGSML
Company Name,Abdullah Shah Ghazi Sugar Mills Limited
Price open,9.25
Price close,9.2
Price high,9.26
Price low,9.1
52 week high price,14.18
52 week low price,6.05
Market cap,729.21M
Shares outstanding,79.26M
Free float shares,19.82M
Weekly average volume,129.6K
Free Float %,25
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
