Metric,Value
Symbol,LIVEN
Company Name,Liven Pharma Limited
Price open,36.99
Price close,36.65
Price high,37.43
Price low,36.55
52 week high price,79.8
52 week low price,27.82
Market cap,4.14B
Shares outstanding,113.04M
Free float shares,11.3M
Weekly average volume,36.03K
Free Float %,10
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
