Metric,Value
Symbol,JATM
Company Name,J.A. Textile Mills Limited
Price open,37.44
Price close,36.42
Price high,38.01
Price low,34.6
52 week high price,49.08
52 week low price,14.61
Market cap,458.94M
Shares outstanding,12.6M
Free float shares,1.89M
Weekly average volume,18.72K
Free Float %,15
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
