Metric,Value
Symbol,DBCI
Company Name,Dadabhoy Cement Industries Limited
Price open,7.7
Price close,7.73
Price high,7.8
Price low,7.57
52 week high price,9
52 week low price,4.16
Market cap,759.37M
Shares outstanding,98.24M
Free float shares,29.28M
Weekly average volume,86.63K
Free Float %,29.81
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
