Metric,Value
Symbol,IBLHL
Company Name,IBL HealthCare Limited
Price open,54.45
Price close,51.57
Price high,54.45
Price low,51.1
52 week high price,85.82
52 week low price,36
Market cap,5.08B
Shares outstanding,98.53M
Free float shares,24.63M
Weekly average volume,159.24K
Free Float %,25
Dividend Yield (%),0
Earnings Per Share,2.44
Net Income Margin (%),5.36
Price to Book Value,2.04
Price to Earnings,16.03
PEG Ratio,5.55
