Metric,Value
Symbol,AGHA
Company Name,Agha Steel Ind.Ltd
Price open,8.04
Price close,7.92
Price high,8.06
Price low,7.88
52 week high price,10.85
52 week low price,5.85
Market cap,5.71B
Shares outstanding,721.38M
Free float shares,302.44M
Weekly average volume,7.15M
Free Float %,41.93
Dividend Yield (%),0
Earnings Per Share,-7.89
Net Income Margin (%),-48.1
Price to Book Value,0.3
Price to Earnings,-1
PEG Ratio,0.04
