Metric,Value
Symbol,NAGC
Company Name,Nagina Cotton Mills Limited
Price open,81.99
Price close,78.85
Price high,81.99
Price low,81.99
52 week high price,94.35
52 week low price,49.56
Market cap,1.47B
Shares outstanding,18.7M
Free float shares,1.87M
Weekly average volume,1.75K
Free Float %,10
Dividend Yield (%),1.64
Earnings Per Share,2.94
Net Income Margin (%),0.28
Price to Book Value,0.31
Price to Earnings,19.08
PEG Ratio,2.43
