Metric,Value
Symbol,COLG
Company Name,Colgate-Palmolive (Pakistan) Limited
Price open,1.26K
Price close,1.27K
Price high,1.27K
Price low,1.26K
52 week high price,1.34K
52 week low price,1.05K
Market cap,308.01B
Shares outstanding,242.77M
Free float shares,24.28M
Weekly average volume,7.31K
Free Float %,10
Dividend Yield (%),4.61
Earnings Per Share,73.22
Net Income Margin (%),14.79
Price to Book Value,8.44
Price to Earnings,17.33
PEG Ratio,0.37
