Metric,Value
Symbol,MWMP
Company Name,Mandviwala Mauser Plastic Industries
Price open,64
Price close,62.49
Price high,64.99
Price low,60
52 week high price,170.95
52 week low price,27.97
Market cap,1.8B
Shares outstanding,28.75M
Free float shares,7.19M
Weekly average volume,36.01K
Free Float %,25
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
