Metric,Value
Symbol,PIM
Company Name,Popular Islamic Modaraba
Price open,22.05
Price close,22.5
Price high,22.87
Price low,20.11
52 week high price,31.33
52 week low price,16.16
Market cap,450M
Shares outstanding,20M
Free float shares,1M
Weekly average volume,3.17K
Free Float %,5
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
