Metric,Value
Symbol,SZTM
Company Name,Shahzad Textile Mills Limited
Price open,104
Price close,100.51
Price high,109
Price low,98.1
52 week high price,127.25
52 week low price,36
Market cap,1.81B
Shares outstanding,17.97M
Free float shares,1.8M
Weekly average volume,83.85K
Free Float %,10
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
