Metric,Value
Symbol,SSOM
Company Name,S.S.Oil Mills Limited
Price open,461.01
Price close,461.82
Price high,468
Price low,450
52 week high price,1.18K
52 week low price,351.1
Market cap,2.61B
Shares outstanding,5.66M
Free float shares,1.4M
Weekly average volume,15.95K
Free Float %,24.69
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
