Metric,Value
Symbol,HIRAT
Company Name,Hira Textile Mills Limited
Price open,6.55
Price close,6.4
Price high,6.69
Price low,6.32
52 week high price,10.19
52 week low price,2.51
Market cap,554.1M
Shares outstanding,86.58M
Free float shares,43.29M
Weekly average volume,1.3M
Free Float %,50
Dividend Yield (%),0
Earnings Per Share,-2.78
Net Income Margin (%),-896.01
Price to Book Value,-0.45
Price to Earnings,-2.3
PEG Ratio,-
