Metric,Value
Symbol,WAVES
Company Name,Waves Corporation Limited
Price open,10.64
Price close,10.6
Price high,10.88
Price low,10.44
52 week high price,16.95
52 week low price,8.02
Market cap,2.98B
Shares outstanding,281.41M
Free float shares,196.98M
Weekly average volume,1.53M
Free Float %,70
Dividend Yield (%),0
Earnings Per Share,1
Net Income Margin (%),5.91
Price to Book Value,0.3
Price to Earnings,9.42
PEG Ratio,-2.17
