Metric,Value
Symbol,IDSM
Company Name,Ideal Spinning Mills Limited
Price open,57.2
Price close,60.72
Price high,60.72
Price low,56.8
52 week high price,87.7
52 week low price,15.75
Market cap,602.34M
Shares outstanding,9.92M
Free float shares,1.49M
Weekly average volume,11.19K
Free Float %,15
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
