Metric,Value
Symbol,ZIL
Company Name,ZIL Limited
Price open,370
Price close,346.22
Price high,370
Price low,345
52 week high price,722
52 week low price,300
Market cap,2.12B
Shares outstanding,6.12M
Free float shares,306.13K
Weekly average volume,599.4
Free Float %,5
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
