Metric,Value
Symbol,LSECL
Company Name,LSE Capital Limited.
Price open,7.4
Price close,7.05
Price high,7.4
Price low,7
52 week high price,10.23
52 week low price,4.31
Market cap,2.73B
Shares outstanding,387M
Free float shares,212.85M
Weekly average volume,12.97M
Free Float %,55
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
