Metric,Value
Symbol,HAEL
Company Name,Hala Enterprises Limited
Price open,29.8
Price close,28.04
Price high,29.8
Price low,27.65
52 week high price,37.96
52 week low price,14.91
Market cap,364.42M
Shares outstanding,13M
Free float shares,1.95M
Weekly average volume,25.8K
Free Float %,15
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
