Metric,Value
Symbol,GSPM
Company Name,Gulshan Spinning Mills Limited
Price open,7.1
Price close,6.8
Price high,7.2
Price low,6.72
52 week high price,8.45
52 week low price,2.8
Market cap,151.13M
Shares outstanding,22.23M
Free float shares,20.63M
Weekly average volume,114.66K
Free Float %,92.84
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
