Metric,Value
Symbol,SHCM
Company Name,Shadman Cotton Mills Limited
Price open,44.05
Price close,50.61
Price high,50.61
Price low,44.05
52 week high price,96.58
52 week low price,30.52
Market cap,892.6M
Shares outstanding,17.64M
Free float shares,1.76M
Weekly average volume,5.57K
Free Float %,10
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
