Metric,Value
Symbol,KHYT
Company Name,Khyber Textile Mills Limited
Price open,2.16K
Price close,2.2K
Price high,2.25K
Price low,2K
52 week high price,2.69K
52 week low price,1.13K
Market cap,2.7B
Shares outstanding,1.23M
Free float shares,20.67K
Weekly average volume,387.6
Free Float %,1.68
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
