Metric,Value
Symbol,GOC
Company Name,GOC (Pak) Limited.
Price open,191
Price close,200.62
Price high,204.99
Price low,186
52 week high price,204.99
52 week low price,77
Market cap,1.47B
Shares outstanding,7.35M
Free float shares,1.1M
Weekly average volume,48.26K
Free Float %,15
Dividend Yield (%),1.24
Earnings Per Share,4.14
Net Income Margin (%),6.12
Price to Book Value,2.05
Price to Earnings,19.16
PEG Ratio,1.71
