Metric,Value
Symbol,PKGP
Company Name,Pakgen Power Limited
Price open,40.5
Price close,40.04
Price high,40.8
Price low,39.53
52 week high price,163.95
52 week low price,36.65
Market cap,14.9B
Shares outstanding,372.08M
Free float shares,38.43M
Weekly average volume,55.28K
Free Float %,10.33
Dividend Yield (%),0
Earnings Per Share,-1.25
Net Income Margin (%),-35.24
Price to Book Value,1.06
Price to Earnings,968.46
PEG Ratio,1.46
