Metric,Value
Symbol,KSTM
Company Name,Khalid Siraj Textile Mills Limited
Price open,12.2
Price close,12.21
Price high,12.4
Price low,11.6
52 week high price,20.66
52 week low price,7.01
Market cap,130.65M
Shares outstanding,10.7M
Free float shares,3.21M
Weekly average volume,111.45K
Free Float %,30
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
