Metric,Value
Symbol,AKDHL
Company Name,AKD Hospitality Limited
Price open,160
Price close,161
Price high,160.05
Price low,160
52 week high price,220.99
52 week low price,121
Market cap,403.67M
Shares outstanding,2.51M
Free float shares,1M
Weekly average volume,208.4
Free Float %,40
Dividend Yield (%),0
Earnings Per Share,0.75
Net Income Margin (%),31.42
Price to Book Value,16.18
Price to Earnings,200.27
PEG Ratio,-
