Metric,Value
Symbol,TSPL
Company Name,Tri-Star Power Limited
Price open,16.25
Price close,15.62
Price high,16.93
Price low,15.25
52 week high price,20.5
52 week low price,7.5
Market cap,234.3M
Shares outstanding,15M
Free float shares,11.91M
Weekly average volume,73.92K
Free Float %,79.42
Dividend Yield (%),0
Earnings Per Share,-0.3
Net Income Margin (%),-44.85
Price to Book Value,1.32
Price to Earnings,-52.77
PEG Ratio,1.23
