Metric,Value
Symbol,FTSM
Company Name,First Tri-Star Modaraba
Price open,33.51
Price close,33.35
Price high,34
Price low,33
52 week high price,57
52 week low price,11.52
Market cap,705.79M
Shares outstanding,21.16M
Free float shares,8.47M
Weekly average volume,12.17K
Free Float %,40
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
