Metric,Value
Symbol,LOTCHEM
Company Name,Lotte Chemical Pakistan Limited
Price open,30.48
Price close,29.11
Price high,30.5
Price low,28.97
52 week high price,34.3
52 week low price,18.41
Market cap,44.08B
Shares outstanding,1.51B
Free float shares,378.55M
Weekly average volume,30.73M
Free Float %,25
Dividend Yield (%),23.16
Earnings Per Share,3.09
Net Income Margin (%),5.49
Price to Book Value,2.53
Price to Earnings,9.08
PEG Ratio,-9.53
