Metric,Value
Symbol,BNWM
Company Name,Bannu Woollen Mills Limited
Price open,69.25
Price close,68.99
Price high,69.98
Price low,68.2
52 week high price,112.4
52 week low price,50
Market cap,655.84M
Shares outstanding,9.51M
Free float shares,4.75M
Weekly average volume,25.13K
Free Float %,50
Dividend Yield (%),0
Earnings Per Share,-9.58
Net Income Margin (%),-7
Price to Book Value,0.2
Price to Earnings,-7.2
PEG Ratio,-0.31
