Metric,Value
Symbol,KTML
Company Name,Kohinoor Textile Mills Limited
Price open,48.37
Price close,46.81
Price high,50.49
Price low,46.01
52 week high price,305
52 week low price,37.02
Market cap,63.03B
Shares outstanding,1.35B
Free float shares,269.3M
Weekly average volume,1.33M
Free Float %,20
Dividend Yield (%),1.02
Earnings Per Share,7.94
Net Income Margin (%),8.01
Price to Book Value,0.78
Price to Earnings,5.11
PEG Ratio,0.19
