Metric,Value
Symbol,BFAGRO
Company Name,Barkat Frisian Agro Limited
Price open,34.01
Price close,34.31
Price high,34.8
Price low,33.7
52 week high price,49.25
52 week low price,29.03
Market cap,10.64B
Shares outstanding,309.99M
Free float shares,77.5M
Weekly average volume,405.07K
Free Float %,25
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
