Metric,Value
Symbol,ARUJ
Company Name,Aruj Industries Limited
Price open,11.4
Price close,11.26
Price high,11.88
Price low,10.65
52 week high price,16.92
52 week low price,7.25
Market cap,117.76M
Shares outstanding,10.46M
Free float shares,3.25M
Weekly average volume,24.24K
Free Float %,31.11
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
