Metric,Value
Symbol,ICCI
Company Name,ICC Industries Limited
Price open,13.75
Price close,12.75
Price high,13.96
Price low,12.56
52 week high price,17.91
52 week low price,8.61
Market cap,382.51M
Shares outstanding,30M
Free float shares,4.5M
Weekly average volume,30.78K
Free Float %,15
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
