Metric,Value
Symbol,JSGCL
Company Name,JS Global Capital Limited
Price open,168
Price close,161.49
Price high,168
Price low,168
52 week high price,212.9
52 week low price,120
Market cap,4.44B
Shares outstanding,27.48M
Free float shares,2.75M
Weekly average volume,450.4
Free Float %,10
Dividend Yield (%),0
Earnings Per Share,23.96
Net Income Margin (%),20.23
Price to Book Value,1.18
Price to Earnings,5.88
PEG Ratio,0.23
