Metric,Value
Symbol,FIL
Company Name,Fateh Industries Limited
Price open,378.17
Price close,366.07
Price high,378.17
Price low,342
52 week high price,472.05
52 week low price,128.89
Market cap,732.14M
Shares outstanding,2M
Free float shares,52.3K
Weekly average volume,4.16K
Free Float %,2.61
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
