Metric,Value
Symbol,ARCTM
Company Name,Arctic Textile Mills Limited
Price open,38.89
Price close,38.36
Price high,39
Price low,36.51
52 week high price,46.98
52 week low price,24.14
Market cap,505.39M
Shares outstanding,13.17M
Free float shares,2.7M
Weekly average volume,64.02K
Free Float %,20.52
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
