Metric,Value
Symbol,CHBL
Company Name,Chenab Limited
Price open,9.92
Price close,9.89
Price high,10.01
Price low,9.65
52 week high price,26.75
52 week low price,6.65
Market cap,1.14B
Shares outstanding,115M
Free float shares,40.25M
Weekly average volume,351.16K
Free Float %,35
Dividend Yield (%),0
Earnings Per Share,-5.67
Net Income Margin (%),-38.1
Price to Book Value,-0.44
Price to Earnings,-1.75
PEG Ratio,-0.03
