Metric,Value
Symbol,AWTX
Company Name,Allawasaya Tex. & Finishing Mills Ltd
Price open,1.71K
Price close,1.55K
Price high,1.71K
Price low,1.71K
52 week high price,1.71K
52 week low price,1.27K
Market cap,1.24B
Shares outstanding,800K
Free float shares,4.5K
Weekly average volume,0
Free Float %,0.56
Dividend Yield (%),0
Earnings Per Share,9.84
Net Income Margin (%),0.15
Price to Book Value,0.99
Price to Earnings,156.58
PEG Ratio,-19.42
