Metric,Value
Symbol,FPRM
Company Name,First Paramount Modaraba
Price open,13.9
Price close,12.94
Price high,13.9
Price low,12.7
52 week high price,16.99
52 week low price,9
Market cap,178.42M
Shares outstanding,13.79M
Free float shares,6.2M
Weekly average volume,56.84K
Free Float %,45
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
