Metric,Value
Symbol,GCWL
Company Name,Ghani Chemworld Limited
Price open,16.55
Price close,16.24
Price high,16.55
Price low,16.01
52 week high price,25.15
52 week low price,11.75
Market cap,4.06B
Shares outstanding,250.14M
Free float shares,111.05M
Weekly average volume,1.04M
Free Float %,44.39
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
