Metric,Value
Symbol,SPAC1
Company Name,LSE SPAC-I Limited
Price open,15.01
Price close,14.41
Price high,15.29
Price low,14.25
52 week high price,21.97
52 week low price,11.15
Market cap,374.66M
Shares outstanding,26M
Free float shares,15.6M
Weekly average volume,138.82K
Free Float %,60
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
