Metric,Value
Symbol,FASM
Company Name,Faisal Spinning Mills Limited
Price open,352
Price close,331.12
Price high,352
Price low,305
52 week high price,434.97
52 week low price,240.02
Market cap,3.31B
Shares outstanding,10M
Free float shares,1M
Weekly average volume,81.25
Free Float %,10
Dividend Yield (%),0
Earnings Per Share,-52.85
Net Income Margin (%),-1.19
Price to Book Value,0.31
Price to Earnings,72.26
PEG Ratio,-1.45
