Metric,Value
Symbol,OBOY
Company Name,Oilboy Energy Limited
Price open,17.36
Price close,16.86
Price high,18
Price low,16.79
52 week high price,24
52 week low price,7.1
Market cap,843M
Shares outstanding,50M
Free float shares,49.67M
Weekly average volume,5.53M
Free Float %,99.34
Dividend Yield (%),
Earnings Per Share,
Net Income Margin (%),
Price to Book Value,
Price to Earnings,
PEG Ratio,
