Metric,Value
Symbol,STPL
Company Name,Siddiqsons Tin Plate Limited
Price open,8.28
Price close,8.07
Price high,8.28
Price low,8.05
52 week high price,10.75
52 week low price,5.55
Market cap,1.85B
Shares outstanding,229.28M
Free float shares,80.25M
Weekly average volume,506.35K
Free Float %,35
Dividend Yield (%),0
Earnings Per Share,-0.21
Net Income Margin (%),-1.8
Price to Book Value,1.97
Price to Earnings,-38.67
PEG Ratio,3.9
